line_number,title,script,label,speaker,gender
4193,The Shawshank Redemption,maybe I just don't want to.,speech,RED,male
4194,The Shawshank Redemption,251EXT -- FIELD -- NIGHT (1966) 251,other,NO SPEAKER,NA
4195,The Shawshank Redemption,Rain is falling in solid sheets. Shawshank is half a mile,other,NO SPEAKER,NA
4196,The Shawshank Redemption,distant. BOOM DOWN to reveal the creek...and PUSH IN toward the,other,NO SPEAKER,NA
4197,The Shawshank Redemption,mouth of the sewer pipe that feeds into it.,other,NO SPEAKER,NA
4198,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4199,The Shawshank Redemption,Five hundred yards. The length of,speech,RED,male
4200,The Shawshank Redemption,five football fields. Just shy of,speech,RED,male
4201,The Shawshank Redemption,half a mile.,speech,RED,male
4202,The Shawshank Redemption,"Fingers appear, thrusting through the heavy-gauge wire mesh",other,NO SPEAKER,NA
4203,The Shawshank Redemption,covering the mouth of the pipe. Andy's face looms from the,other,NO SPEAKER,NA
4204,The Shawshank Redemption,"darkness, peering out at freedom. He wrenches the mesh loose,",other,NO SPEAKER,NA
4205,The Shawshank Redemption,"pushes himself out, and plunges head-first into the creek. He",other,NO SPEAKER,NA
4206,The Shawshank Redemption,comes up sputtering for breath. The water is waist-deep.,other,NO SPEAKER,NA
4207,The Shawshank Redemption,"He wades upstream, ripping his clothes from his body. He gets",other,NO SPEAKER,NA
4208,The Shawshank Redemption,"his shirt off, spins it through the air over his head, flings",other,NO SPEAKER,NA
4209,The Shawshank Redemption,"the shirt away. He raises his arms to the sky, turning slowly,",other,NO SPEAKER,NA
4210,The Shawshank Redemption,feeling the rain washing him clean. Exultant. Triumphant. A,other,NO SPEAKER,NA
4211,The Shawshank Redemption,FLASH OF LIGHTNING arcs from horizon to horizon.,other,NO SPEAKER,NA
4212,The Shawshank Redemption,252INT -- ANDY'S TUNNEL -- DAY (1966) 252,other,NO SPEAKER,NA
4213,The Shawshank Redemption,"Once again, we see stunned faces as CAMERA PULLS BACK.",other,NO SPEAKER,NA
4214,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4215,The Shawshank Redemption,"The next morning, right about the",speech,RED,male
4216,The Shawshank Redemption,time Racquel was spilling her,speech,RED,male
4217,The Shawshank Redemption,little secret...,speech,RED,male
4218,The Shawshank Redemption,253INT -- CASCO BANK OF PORTLAND -- MORNING (1966) 253,other,NO SPEAKER,NA
4219,The Shawshank Redemption,The door opens. Spit-shined shoes enter. DOLLY the shoes to,other,NO SPEAKER,NA
4220,The Shawshank Redemption,the counter.,other,NO SPEAKER,NA
4221,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4222,The Shawshank Redemption,...a man nobody ever laid eyes on,speech,RED,male
4223,The Shawshank Redemption,before strolled into the Casco Bank,speech,RED,male
4224,The Shawshank Redemption,"of Portland. Until that moment, he",speech,RED,male
4225,The Shawshank Redemption,didn't exist -- except on paper.,speech,RED,male
4226,The Shawshank Redemption,FEMALE TELLER (O.S.),character,NO SPEAKER,NA
4227,The Shawshank Redemption,May I help you?,speech,FEMALE TELLER,female
4228,The Shawshank Redemption,TILT UP to Andy. Smiling in Norton's gray pinstripe suit.,other,NO SPEAKER,NA
4229,The Shawshank Redemption,ANDY,character,NO SPEAKER,NA
4230,The Shawshank Redemption,My name is Peter Stevens. I've come,speech,ANDY,male
4231,The Shawshank Redemption,to close out some accounts.,speech,ANDY,male
4232,The Shawshank Redemption,254INT -- BANK -- SHORTLY LATER (1966) 254,other,NO SPEAKER,NA
4233,The Shawshank Redemption,The teller is cutting a cashier's check while the MANAGER,other,NO SPEAKER,NA
4234,The Shawshank Redemption,carefully examines Mr. Stevens' various I.D.s.,other,NO SPEAKER,NA
4235,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4236,The Shawshank Redemption,He had all the proper I.D. Driver's,speech,RED,male
4237,The Shawshank Redemption,"license, birth certificate, social",speech,RED,male
4238,The Shawshank Redemption,security card. The signature was a,speech,RED,male
4239,The Shawshank Redemption,spot-on match.,speech,RED,male
4240,The Shawshank Redemption,MANAGER,character,NO SPEAKER,NA
4241,The Shawshank Redemption,I must say I'm sorry to be losing,other,NO SPEAKER,NA
4242,The Shawshank Redemption,your business. I hope you'll enjoy,other,NO SPEAKER,NA
4243,The Shawshank Redemption,living abroad.,other,NO SPEAKER,NA
4244,The Shawshank Redemption,ANDY,character,NO SPEAKER,NA
4245,The Shawshank Redemption,Thank you. I'm sure I will.,speech,ANDY,male
4246,The Shawshank Redemption,TELLER,character,NO SPEAKER,NA
4247,The Shawshank Redemption,"Here's your cashier's check, sir.",speech,TELLER,male
4248,The Shawshank Redemption,Will there be anything else?,speech,TELLER,male
4249,The Shawshank Redemption,ANDY,character,NO SPEAKER,NA
4250,The Shawshank Redemption,Please. Would you add this to your,speech,ANDY,male
4251,The Shawshank Redemption,outgoing mail?,speech,ANDY,male
4252,The Shawshank Redemption,"He hands her a package, stamped and addressed. Gives them a",other,NO SPEAKER,NA
4253,The Shawshank Redemption,pleasant smile. Turns and strolls from the bank.,other,NO SPEAKER,NA
4254,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4255,The Shawshank Redemption,Mr. Stevens visited nearly a dozen,speech,RED,male
4256,The Shawshank Redemption,banks in the Portland area that,speech,RED,male
4257,The Shawshank Redemption,"morning. All told, he blew town",speech,RED,male
4258,The Shawshank Redemption,with better than 370 thousand,speech,RED,male
4259,The Shawshank Redemption,dollars of Warden Norton's money.,speech,RED,male
4260,The Shawshank Redemption,Severance pay for nineteen years.,speech,RED,male
4261,The Shawshank Redemption,255INT -- OFFICE -- DAY (1966) 255,other,NO SPEAKER,NA
4262,The Shawshank Redemption,A MAN in shirtsleeves is going through the mail on his desk.,other,NO SPEAKER,NA
4263,The Shawshank Redemption,"He finds Andy's package, rips it open. Pulls out the black",other,NO SPEAKER,NA
4264,The Shawshank Redemption,ledger and files. Scans a cover letter. Holy shit. He dashes,other,NO SPEAKER,NA
4265,The Shawshank Redemption,"to his door and yanks it open, revealing the words on the",other,NO SPEAKER,NA
4266,The Shawshank Redemption,"glass: """"PORTLAND DAILY BUGLE -- Editor In Chief.""""",other,NO SPEAKER,NA
4267,The Shawshank Redemption,MAN,character,NO SPEAKER,NA
4268,The Shawshank Redemption,Hal! Dave! Get your butts in here!,speech,MAN,male
4269,The Shawshank Redemption,256INT -- SHAWSHANK PRISON -- DAY (1966) 256,other,NO SPEAKER,NA
4270,The Shawshank Redemption,Norton walks slowly toward his office. Dazed. The morning,other,NO SPEAKER,NA
4271,The Shawshank Redemption,paper in his hand. He goes wordlessly past the DUTY GUARD into,other,NO SPEAKER,NA
4272,The Shawshank Redemption,his office. Shuts the door. Lays the paper on his desk.,other,NO SPEAKER,NA
4273,The Shawshank Redemption,"The headline reads: """"CORRUPTION AND MURDER AT SHAWSHANK.""""",other,NO SPEAKER,NA
4274,The Shawshank Redemption,"Below that, the sub-headline: """"D.A. Has Ledger. Indictments",other,NO SPEAKER,NA
4275,The Shawshank Redemption,"Expected."""" Norton looks up as SIRENS SWELL in the distance.",other,NO SPEAKER,NA
4276,The Shawshank Redemption,257EXT -- SHAWSHANK PRISON -- WIDE SHOT -- DAY (1966) 257,other,NO SPEAKER,NA
4277,The Shawshank Redemption,"For the second time, State Police cruisers go rocketing up the",other,NO SPEAKER,NA
4278,The Shawshank Redemption,road with SIRENS AND LIGHTS.,other,NO SPEAKER,NA
4279,The Shawshank Redemption,258INT -- NORTON'S OFFICE -- DAY (1966) 258,other,NO SPEAKER,NA
4280,The Shawshank Redemption,"Norton opens his safe and pulls out the """"ledger"""" -- it's",other,NO SPEAKER,NA
4281,The Shawshank Redemption,"Andy's Bible. The title page is inscribed by hand: """"Dear",other,NO SPEAKER,NA
4282,The Shawshank Redemption,"Warden. You were right. Salvation lay within."""" Norton flips to",other,NO SPEAKER,NA
4283,The Shawshank Redemption,the center of the book -- and finds the pages hollowed out in,other,NO SPEAKER,NA
4284,The Shawshank Redemption,the shape of a rock-hammer.,other,NO SPEAKER,NA
4285,The Shawshank Redemption,259EXT -- PRISON -- DAY (1966) 259,other,NO SPEAKER,NA
4286,The Shawshank Redemption,Police cruisers everywhere. A media circus. REPORTERS jostle,other,NO SPEAKER,NA
4287,The Shawshank Redemption,for position. A colorless DISTRICT ATTORNEY steps forward into,other,NO SPEAKER,NA
4288,The Shawshank Redemption,"CLOSEUP, flanked by a contingent of S.ATE TROOPERS.",other,NO SPEAKER,NA
4289,The Shawshank Redemption,D.A.,character,NO SPEAKER,NA
4290,The Shawshank Redemption,Byron Hadley?,speech,D.A.,male
4291,The Shawshank Redemption,ANGLE SHIFTS to reveal Captain Hadley. Staring. Waiting.,other,NO SPEAKER,NA
4292,The Shawshank Redemption,D.A.,character,NO SPEAKER,NA
4293,The Shawshank Redemption,You have the right to remain,speech,D.A.,male
4294,The Shawshank Redemption,silent. If you give up that,speech,D.A.,male
4295,The Shawshank Redemption,"right, anything you say will be",speech,D.A.,male
4296,The Shawshank Redemption,used against you in court...,speech,D.A.,male
4297,The Shawshank Redemption,"TROOPERS move in, cuffing Hadley's hands behind his back. The",other,NO SPEAKER,NA
4298,The Shawshank Redemption,D.A. drones on. FLASHBULBS POP. Hadley says nothing. His face,other,NO SPEAKER,NA
4299,The Shawshank Redemption,scrunches up. He begins to cry.,other,NO SPEAKER,NA
4300,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4301,The Shawshank Redemption,"I wasn't there to see it, but I hear",speech,RED,male
4302,The Shawshank Redemption,Byron Hadley was sobbing like a,speech,RED,male
4303,The Shawshank Redemption,little girl when they took him away.,speech,RED,male
4304,The Shawshank Redemption,Hadley sobs all the way to the car. The D.A. snaps a gaze up,other,NO SPEAKER,NA
4305,The Shawshank Redemption,"toward Norton's window, motions his men to follow.",other,NO SPEAKER,NA
4306,The Shawshank Redemption,260INT -- NORTON'S OFFICE -- DAY (1966) 260,other,NO SPEAKER,NA
4307,The Shawshank Redemption,Norton is staring out the window as they approach the,other,NO SPEAKER,NA
4308,The Shawshank Redemption,"building. He goes to his desk, opens a drawer. Inside lies a",other,NO SPEAKER,NA
4309,The Shawshank Redemption,revolver and a box of shells.,other,NO SPEAKER,NA
4310,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4311,The Shawshank Redemption,Norton had no intention of goin',speech,RED,male
4312,The Shawshank Redemption,that quietly.,speech,RED,male
4313,The Shawshank Redemption,261INT -- PRISON CORRIDORS -- DAY (1966) 261,other,NO SPEAKER,NA
4314,The Shawshank Redemption,The D.A. marches along amidst a phalanx of TROOPERS.,other,NO SPEAKER,NA
4315,The Shawshank Redemption,262INT -- NORTON'S OFFICE -- DAY (1966) 262,other,NO SPEAKER,NA
4316,The Shawshank Redemption,"Norton sits blankly at his desk, revolver before him. The",other,NO SPEAKER,NA
4317,The Shawshank Redemption,"doorknob rattles, a VOICE is heard:",other,NO SPEAKER,NA
4318,The Shawshank Redemption,D.A. (O.S.),character,NO SPEAKER,NA
4319,The Shawshank Redemption,Samuel Norton? We have a warrant,speech,D.A.,male
4320,The Shawshank Redemption,for your arrest! Open up!,speech,D.A.,male
4321,The Shawshank Redemption,The POUNDING starts. Norton dumps the box of bullets out on thr,other,NO SPEAKER,NA
4322,The Shawshank Redemption,desk. He starts sorting them to see which ones he likes.,other,NO SPEAKER,NA
4323,The Shawshank Redemption,263 OUTSIDE HIS OFFICE 263,other,NO SPEAKER,NA
4324,The Shawshank Redemption,Troopers hustle the hapless duty guard to Norton's door as he,other,NO SPEAKER,NA
4325,The Shawshank Redemption,fumbles nervously with a huge key ring.,other,NO SPEAKER,NA
4326,The Shawshank Redemption,DUTY GUARD,character,NO SPEAKER,NA
4327,The Shawshank Redemption,I'm not sure which one it is...,speech,DUTY GUARD,male
4328,The Shawshank Redemption,He starts trying keys in the lock. And as the keys go sliding,other,NO SPEAKER,NA
4329,The Shawshank Redemption,in one after another...,other,NO SPEAKER,NA
4330,The Shawshank Redemption,264INT -- NORTON'S OFFICE -- DAY (1966) 264,other,NO SPEAKER,NA
4331,The Shawshank Redemption,...so do the bullets. Norton is riveted to the door. For every,other,NO SPEAKER,NA
4332,The Shawshank Redemption,"key, he loads another bullet. Methodical and grim. He gets the",other,NO SPEAKER,NA
4333,The Shawshank Redemption,final bullet in just as the right key slams home. The door,other,NO SPEAKER,NA
4334,The Shawshank Redemption,bursts open. Men muscle in. Somebody SHOUTS. Troopers dive in,other,NO SPEAKER,NA
4335,The Shawshank Redemption,all directions as Norton raises the gun --,other,NO SPEAKER,NA
4336,The Shawshank Redemption,-- and jams it under his chin. his head snaps back as the wall,other,NO SPEAKER,NA
4337,The Shawshank Redemption,goes red. His swivel chair does a slow half-turn and creaks to,other,NO SPEAKER,NA
4338,The Shawshank Redemption,"a final stop. Troopers rise slowly, gazing in horror.",other,NO SPEAKER,NA
4339,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4340,The Shawshank Redemption,I like to think the last thing that,speech,RED,male
4341,The Shawshank Redemption,went through his head...other than,speech,RED,male
4342,The Shawshank Redemption,that bullet...was to wonder how the,speech,RED,male
4343,The Shawshank Redemption,hell Andy Dufresne ever got the,speech,RED,male
4344,The Shawshank Redemption,best of him.,speech,RED,male
4345,The Shawshank Redemption,PUSH SLOWLY to the wall to reveal Mrs. Norton's framed sampler,other,NO SPEAKER,NA
4346,The Shawshank Redemption,trickling blood and brains...and we get our final Bible lesson,other,NO SPEAKER,NA
4347,The Shawshank Redemption,"for today: """"HIS JUDGMENT COMETH AND THAT RIGHT SOON.""""",other,NO SPEAKER,NA
4348,The Shawshank Redemption,265EXT -- PRISON YARD -- DAY (1966) 265,other,NO SPEAKER,NA
4349,The Shawshank Redemption,Mail call. Red hears his name. They pass him a postcard.,other,NO SPEAKER,NA
4350,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4351,The Shawshank Redemption,Not long after the warden deprived,speech,RED,male
4352,The Shawshank Redemption,"us of his company, I got a postcard",speech,RED,male
4353,The Shawshank Redemption,in the mail. It was blank. But the,speech,RED,male
4354,The Shawshank Redemption,"postmark said, """"McNary, Texas.""""",speech,RED,male
4355,The Shawshank Redemption,266INT -- LIBRARY -- DAY (1966) 266,other,NO SPEAKER,NA
4356,The Shawshank Redemption,"Red sits with an atlas, tracing his finger down the page.",other,NO SPEAKER,NA
4357,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4358,The Shawshank Redemption,McNary. Right on the border. That's,speech,RED,male
4359,The Shawshank Redemption,where Andy crossed.,speech,RED,male
4360,The Shawshank Redemption,(shuts the book),other,NO SPEAKER,NA
4361,The Shawshank Redemption,When I picture him heading south in,speech,RED,male
4362,The Shawshank Redemption,"his own car with the top down, it",speech,RED,male
4363,The Shawshank Redemption,makes me laugh all over again...,speech,RED,male
4364,The Shawshank Redemption,267EXT -- MEXICO -- HIGHWAY -- DAY (1966) 267,other,NO SPEAKER,NA
4365,The Shawshank Redemption,"A red convertible rips along with Andy at the wheel, cigar",other,NO SPEAKER,NA
4366,The Shawshank Redemption,"jutting from his grin, warm wind fluttering his tie.",other,NO SPEAKER,NA
4367,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4368,The Shawshank Redemption,"Andy Dufresne, who crawled through",speech,RED,male
4369,The Shawshank Redemption,a river of shit and came out clean,speech,RED,male
4370,The Shawshank Redemption,"on the other side. Andy Dufresne,",speech,RED,male
4371,The Shawshank Redemption,headed for the Pacific.,speech,RED,male
4372,The Shawshank Redemption,268INT -- MESS HALL -- DAY (1966) 268,other,NO SPEAKER,NA
4373,The Shawshank Redemption,Heywood is regaling the table with some anecdote about Andy.,other,NO SPEAKER,NA
4374,The Shawshank Redemption,RED (V.O.),character,NO SPEAKER,NA
4375,The Shawshank Redemption,Those of us who knew him best talk,speech,RED,male
